,AGE07,EDCL07,MARRIED07,KIDS07,OCCAT107,INCOME07,RISK07,NETWORTH07,TrueRiskTol
1547,61,4,1,1,3,121407.2988,3,1664516.1006,1.4428645134606708
1548,61,4,1,1,3,120342.3225,3,1664412.5408,1.4389196510735704
1549,61,4,1,1,3,120342.3225,3,1661305.7479,1.4423140926346605
1560,66,4,1,1,2,3727417.0685,2,56752822.338,0.7091459844839476
1561,66,4,1,1,2,3727417.0685,2,59961103.854,0.6944291934438903
1564,66,4,1,1,2,3727417.0685,2,57736640.105,0.722592653384051
1565,53,4,1,2,2,305648.19962,3,2369872.015,3.8557136252779767
1567,53,4,1,2,2,485629.19521,3,3051388.4716,4.02457823817005
1570,38,4,1,2,1,183175.92451,3,605824.62443,24.53928861910842
1571,38,4,1,2,1,183175.92451,3,605824.62443,24.53928861910842
1572,38,4,1,2,1,184240.90082,3,605824.62443,24.764768150896025
1573,38,4,1,2,1,183175.92451,3,605824.62443,24.460682179716464
1574,38,4,1,2,1,183175.92451,3,605824.62443,24.53928861910842
1586,39,2,2,0,1,50053.886349,4,34174.722404,74.10208358687275
1588,39,2,2,0,1,50053.886349,4,34174.722404,71.53778549077694
1590,42,3,2,0,1,75613.317676,2,36815.496408,23.339258125790053
1591,42,3,2,0,1,75613.317676,2,44996.717831,23.323582202851867
1592,42,3,2,0,1,76678.293981,2,42718.403005,23.526784522314607
1593,42,3,2,0,1,69223.459844,2,42097.044415,22.316933913726103
1594,42,3,2,0,1,56443.744181,2,42200.60418,20.279954866933103
1610,49,2,1,2,1,100107.7727,4,78601.861528,22.59989067317366
1612,49,2,1,2,1,103302.70161,4,78643.285434,22.338057862712475
1613,49,2,1,2,1,92652.938561,4,80341.665578,20.457822030963182
1625,70,4,1,0,2,638985.78318,2,11540700.196,0.5703214285731135
1626,70,4,1,0,2,638985.78318,2,11320117.897,0.5638248175179079
1627,70,4,1,0,2,638985.78318,2,11198952.972,0.5670000000002414
1628,70,4,1,0,2,638985.78318,2,11290085.565,0.5693622047255895
1629,70,4,1,0,2,638985.78318,2,11391574.135,0.5635961538446111
1640,60,2,2,0,3,40469.099601,3,147054.8661,4.478902757922568
1641,60,2,2,0,3,40469.099601,3,147054.8661,4.478902757922568
1642,60,2,2,0,3,40469.099601,3,148090.46375,4.478902757922568
1643,60,2,2,0,3,39404.123296,3,148090.46375,4.429101151092258
1644,60,2,2,0,3,39404.123296,3,147261.98563,4.427293759864094
1655,49,4,1,0,1,111822.51206,2,109773.35075,13.980161078944311
1656,49,4,1,0,1,111822.51206,2,104077.56368,13.927993063467085
1657,49,4,1,0,1,111822.51206,2,100173.36055,13.998095774596026
1658,49,4,1,0,1,111822.51206,2,98796.015676,14.07002062329595
1659,49,4,1,0,1,111822.51206,2,93814.790986,14.075271110629746
1665,74,4,1,0,2,4366402.8517,2,84549298.824,0.4943969195573
1666,74,4,1,0,2,4366402.8517,2,84550334.422,0.4943969195573
1667,74,4,1,0,2,4355753.0887,2,84550334.422,0.4943969195573
1668,74,4,1,0,2,4355753.0887,2,84550334.422,0.4943969195573
1669,74,4,1,0,2,4355753.0887,2,84550334.422,0.4943969195573
1685,42,2,1,2,1,112887.48836,3,151507.93599,29.644278933484365
1686,42,2,1,2,1,112887.48836,3,154511.16917,29.644278933484365
1687,42,2,1,2,1,112887.48836,3,149229.62116,29.644278933484365
1688,42,2,1,2,1,112887.48836,3,151818.61528,29.78840684908421
1689,42,2,1,2,1,112887.48836,3,152439.97387,29.644278933484365
1703,61,3,1,0,2,9158796.2255,3,73120784.922,8.377597773312477
1710,72,4,1,0,2,459963.26626,3,5845948.7263,0.4858314479637801
1711,72,4,1,0,2,467311.60276,3,3029123.1221,0.4955968118194498
1712,72,4,1,0,2,419387.66902,3,5040253.7557,0.4885320633915709
1713,72,4,1,0,2,423647.57425,3,3650481.7113,0.4928390417230833
1714,72,4,1,0,2,437492.26621,3,4130999.0202,0.4908370984250876
1720,61,4,1,0,1,102237.72531,3,502264.85957,3.7969489878725167
1721,61,4,1,0,1,102237.72531,3,485695.29719,3.7969489878725167
1722,61,4,1,0,1,102237.72531,3,507442.84781,3.7969489878725167
1723,61,4,1,0,1,102237.72531,3,496051.27368,3.7969489878725167
1724,61,4,1,0,1,102237.72531,3,483624.10189,3.7969489878725167
1745,49,4,1,1,1,85198.104423,3,372866.93338,10.148102412082252
1746,49,4,1,1,1,85198.104423,3,370982.14566,10.19841815318114
1747,49,4,1,1,1,85198.104423,3,371903.82756,10.148102412082252
1748,49,4,1,1,1,85198.104423,3,370630.04246,10.148102412082252
1749,49,4,1,1,1,85198.104423,3,370930.36577,10.148102412082252
1750,60,4,1,0,1,591061.84944,2,13300180.601,1.0364074125161291
1751,60,4,1,0,1,591061.84944,2,13300180.601,1.0364074125161291
1752,60,4,1,0,1,591061.84944,2,13300180.601,1.0364074125161291
1753,60,4,1,0,1,591061.84944,2,13299145.003,1.0364074125161291
1754,60,4,1,0,1,591061.84944,2,13300180.601,1.0364074125161291
1776,37,3,2,0,1,44729.004822,2,2693.589484,59.0591892908153
1778,37,3,2,0,1,44729.004822,2,20225.222077,57.31205559360615
1779,37,3,2,0,1,44729.004822,2,1988.3474853,57.39906599638212
1797,69,4,1,0,2,1885008.0604,2,34689414.435,0.7310308151276625
1799,69,4,1,0,2,2076703.7953,2,38675429.784,0.670935140717738
1808,69,4,1,0,1,354637.10966,2,3201239.4513,0.7940075983657764
1815,60,4,1,0,1,3354675.3617,3,31584692.685,1.3095664618178433
1818,60,4,1,0,1,2321648.3455,3,36114396.799,1.1197769508894977
1822,57,4,1,1,3,4771093.8477,2,109710179.29,0.9873060571524196
1824,57,4,1,1,3,3056481.9962,2,111503834.42,0.8805867035624285
1840,43,3,1,2,1,127797.15664,3,239015.9373,20.02403678055667
1841,43,3,1,2,1,127797.15664,3,222964.17374,20.21711834819819
1842,43,3,1,2,1,127797.15664,3,224061.90725,20.542208850347823
1843,43,3,1,2,1,127797.15664,3,193232.16525,20.662083377292586
1844,43,3,1,2,1,127797.15664,3,192382.97518,20.667629497018392
1875,60,2,1,0,1,90522.98595,4,238808.81777,3.367108681893189
1876,60,2,1,0,1,90522.98595,4,220157.70411,3.367147358402892
1877,60,2,1,0,1,90522.98595,4,213954.4742,3.367108681893189
1878,60,2,1,0,1,90522.98595,4,238705.258,3.367108681893189
1879,60,2,1,0,1,90522.98595,4,211872.92293,3.367147358402892
1890,45,4,1,3,1,2087353.5584,3,66259608.752,5.5400191753752965
1891,45,4,1,3,1,1341870.1447,3,38299507.838,4.959317394581884
1893,45,4,1,3,1,1501616.5905,3,55676836.381,5.013799444387875
1895,54,2,1,1,1,99042.796392,3,315857.28282,7.863655753188095
1896,54,2,1,1,1,99042.796392,3,404918.6806,7.882634987158516
1897,54,2,1,1,1,99042.796392,3,360387.98171,7.84597467711596
1898,54,2,1,1,1,99042.796392,3,382135.53233,7.900550866256145
1899,54,2,1,1,1,99042.796392,3,390420.31352,7.738290107623216
1905,35,2,1,0,1,51118.862654,4,41941.704768,31.06626994711735
1906,35,2,1,0,1,51118.862654,4,42977.302417,31.06626994711735
1907,35,2,1,0,1,51118.862654,4,42977.302417,31.06626994711735
1908,35,2,1,0,1,51118.862654,4,41941.704768,31.06626994711735
1909,35,2,1,0,1,51118.862654,4,42977.302417,31.06626994711735
1910,66,1,1,1,3,50053.886349,3,71249.118223,1.2774211736298535
1911,66,1,1,1,3,50053.886349,3,77566.26388,1.2676636273214288
1912,66,1,1,1,3,50053.886349,3,73734.55258,1.2950493910736265
1913,66,1,1,1,3,51118.862654,3,93100.228609,1.2783649554783865
1914,66,1,1,1,3,50053.886349,3,88647.15872,1.2601217353282188
1915,63,4,1,0,1,828551.56552,3,8961854.9314,1.0651428906782163
1916,63,4,1,0,1,549527.77353,3,6509663.2593,1.211831616411669
1930,61,3,1,0,3,117147.39358,4,706277.59634,2.976477459227212
1932,61,3,1,0,3,119277.34619,4,647248.53037,3.140033853661229
1935,63,4,1,0,2,654960.42776,3,9054230.2417,1.5571380139236273
1936,63,4,1,0,2,654960.42776,3,9054230.2417,1.5571380139236273
1937,63,4,1,0,2,654960.42776,3,9055990.7577,1.557008606656372
1938,63,4,1,0,2,654960.42776,3,9054354.5134,1.5571288735333404
1939,63,4,1,0,2,654960.42776,3,9054230.2417,1.5571380139236273
1940,77,4,2,0,3,3189604.0344,2,37109606.14,0.4615192875134769
1941,77,4,2,0,3,3189604.0344,2,33258218.485,0.4617641259320856
1942,77,4,2,0,3,3178954.2713,2,21109622.469,0.463477106518417
1943,77,4,2,0,3,3189604.0344,2,20983279.556,0.4635734693878854
1944,77,4,2,0,3,3189604.0344,2,29754791.639,0.4620707670044
1950,49,1,1,2,1,79873.222897,3,268219.79099,11.589347732356265
1951,49,1,1,2,1,79873.222897,3,267184.19334,11.371660800847623
1954,49,1,1,2,1,79873.222897,3,268219.79099,12.677810357216732
1960,51,4,1,2,1,767847.91612,3,2324398.9223,8.945549603800215
1961,51,4,1,2,1,767847.91612,3,2332683.7035,8.945549603800215
1962,51,4,1,2,1,767847.91612,3,2324398.9223,8.945549603800215
1963,51,4,1,2,1,767847.91612,3,2328541.3129,8.945549603800215
1964,51,4,1,2,1,767847.91612,3,2328541.3129,8.945549603800215
1984,72,4,1,0,3,146966.73013,3,1433267.1457,0.5458235294117647
1985,43,2,1,2,2,79873.222897,3,1036705.7381,9.89102065896068
1986,43,2,1,2,2,79873.222897,3,1108886.8942,8.937921541055633
1987,43,2,1,2,2,79873.222897,3,1047890.1927,9.614989124174851
1988,43,2,1,2,2,79873.222897,3,1020861.0941,9.939405741381792
1997,66,4,1,0,2,570827.29964,3,21453440.888,0.6370463208987314
2001,47,4,1,3,2,406820.94862,2,4867516.0679,9.763724342607404
2035,43,4,1,1,1,67093.507233,3,99427.730242,21.841576854437108
2038,43,4,1,1,1,67093.507233,3,99427.730242,21.841576854437108
2039,43,4,1,1,1,67093.507233,3,100463.32789,21.841576854437108
2050,43,2,1,1,1,61768.625707,3,34899.640758,21.42991011251533
2051,43,2,1,1,1,60703.649402,3,35935.238406,21.240523845661627
2052,43,2,1,1,1,60703.649402,3,35831.678641,21.240523845661627
2053,43,2,1,1,1,60703.649402,3,34796.080993,21.240523845661627
2054,43,2,1,1,1,60703.649402,3,35831.678641,21.240523845661627
2060,56,1,2,1,1,21299.526106,4,43536.525147,3.843949455660254
2064,56,1,2,1,1,23429.478716,4,47047.201176,3.993525519218374
2065,47,3,1,0,1,50053.886349,3,534824.04964,3.806298054733333
2066,47,3,1,0,1,50053.886349,3,521154.16068,4.245780337024929
2067,47,3,1,0,1,50053.886349,3,522293.31809,4.4663764865201685
2069,47,3,1,0,1,50053.886349,3,524364.51339,4.509164681663089
2070,64,2,2,0,3,22364.502411,4,5281.5480078,20.84578558892008
2071,64,2,2,0,3,21299.526106,4,5385.1077727,20.790546599086944
2072,64,2,2,0,3,21299.526106,4,5281.5480078,21.1985035784974
2073,64,2,2,0,3,21299.526106,4,5385.1077727,20.790546599086944
2074,64,2,2,0,3,22364.502411,4,5385.1077727,20.84578558892008
2075,49,4,1,2,1,95847.867476,4,652219.39909,6.959510068763361
2076,49,4,1,2,1,85198.104423,4,807559.04637,6.767997034746266
2078,49,4,1,2,1,80938.199202,4,688465.31679,6.828329967484047
2085,47,4,2,0,2,72418.38876,3,2526858.2626,1.6636437301130138
2086,47,4,2,0,2,72418.38876,3,2526858.2626,1.6801158300165926
2087,47,4,2,0,2,72418.38876,3,2526858.2626,1.6801158300165926
2088,47,4,2,0,2,72418.38876,3,2526858.2626,1.6801158300165926
2089,47,4,2,0,2,72418.38876,3,2527893.8602,1.679985634303491
2102,61,2,1,0,3,31949.289159,4,132038.7002,3.160123915641253
2103,61,2,1,0,3,31949.289159,4,118990.16982,3.4816232521085304
2105,43,4,1,0,1,95847.867476,3,136698.88961,19.53538477030532
2106,43,4,1,0,1,95847.867476,3,137734.48726,19.53538477030532
2107,43,4,1,0,1,95847.867476,3,137734.48726,19.53538477030532
2108,43,4,1,0,1,95847.867476,3,137734.48726,19.53538477030532
2109,43,4,1,0,1,95847.867476,3,137734.48726,19.53538477030532
2118,42,3,2,0,2,24494.455022,4,63958.510777,12.253256978876989
2155,73,4,1,0,1,651765.49884,3,8664845.5258,0.4925479906171971
2156,73,4,1,0,1,651765.49884,3,10774357.936,0.4921715091317461
2157,73,4,1,0,1,651765.49884,3,8571641.7374,0.4923392220534909
2158,73,4,1,0,1,651765.49884,3,8947563.6839,0.4925479906171971
2159,73,4,1,0,1,651765.49884,3,8321027.1065,0.4925479906171971
2165,45,2,1,0,2,298193.36548,2,107598.59569,57.19036217326428
2166,45,2,1,0,2,298193.36548,2,107598.59569,57.19036217326428
2167,45,2,1,0,2,298193.36548,2,107598.59569,57.19036217326428
2168,45,2,1,0,2,298193.36548,2,107598.59569,57.19036217326428
2169,45,2,1,0,2,298193.36548,2,107702.15545,57.19036217326428
2172,55,4,2,3,4,523968.3422,3,8139486.8387,4.184817941792725
2180,48,4,1,2,1,133122.03816,3,591119.13782,14.651163666266635
2181,48,4,1,2,1,133122.03816,3,532607.87067,14.669594892751794
2182,48,4,1,2,1,133122.03816,3,500607.90333,14.690109051947214
2183,48,4,1,2,1,133122.03816,3,627365.05552,14.62828359555844
2184,48,4,1,2,1,133122.03816,3,576724.3305,14.626004249933152
2188,52,4,1,0,1,109692.55945,3,1310031.0255,2.4425835876242674
2189,52,4,1,0,1,109692.55945,3,1311066.6231,2.4425835876242674
2195,82,2,2,0,3,1970206.1648,1,3997696.8909,0.7281000000000001
2196,82,2,2,0,3,1959556.4017,1,11785619.04,0.72405
2197,82,2,2,0,3,1959556.4017,1,4588339.6538,0.7407
2198,82,2,2,0,3,1693312.3254,1,12198718.942,0.72045
2199,82,2,2,0,3,1959556.4017,1,14829799.752,0.7317
2200,48,4,1,4,2,67753792.543,2,346348384.39,10.21928933356606
2201,48,4,1,4,2,67998737.093,2,321294170.48,10.97265795685244
2202,48,4,1,4,2,68382128.563,2,316031263.23,10.857196101618309
2203,48,4,1,4,2,68233031.88,2,308997484.0,11.60528411632495
2204,48,4,1,4,2,68233031.88,2,336205741.02,10.094383272058211
2255,41,4,2,1,1,74548.341371,2,133384.97714,11.88267827610907
2256,41,4,2,1,1,74548.341371,2,133384.97714,11.862460397073868
2257,41,4,2,1,1,75613.317676,2,133281.41737,12.286140777148264
2258,41,4,2,1,1,74548.341371,2,133384.97714,11.782983217418252
2259,41,4,2,1,1,74548.341371,2,134420.57479,12.22660769791231
2267,44,2,1,2,2,85198.104423,3,397876.61659,12.60167567017732
2269,44,2,1,2,2,85198.104423,3,396841.01894,14.555578345099256
2312,63,4,1,0,3,3099081.0484,3,48740403.331,2.001134498278186
2325,36,4,1,0,1,158681.46949,2,400051.37165,47.31036017935857
2326,36,4,1,0,1,158681.46949,2,400051.37165,47.31036017935857
2327,36,4,1,0,1,158681.46949,2,400051.37165,47.16018196127672
2328,36,4,1,0,1,158681.46949,2,400051.37165,47.31036017935857
2329,36,4,1,0,1,158681.46949,2,400154.93142,47.16018196127672
2336,51,3,2,0,1,25559.431327,4,40078.664598,11.610599158315685
2345,68,2,2,0,3,10649.763053,4,137009.56891,0.9033902782676632
2346,68,2,2,0,3,11714.739358,4,137009.56891,0.8940175824510661
2347,68,2,2,0,3,10649.763053,4,137009.56891,0.9033902782676632
2348,68,2,2,0,3,11714.739358,4,137009.56891,0.8940175824510661
2349,68,2,2,0,3,10649.763053,4,137009.56891,0.9033902782676632
2355,94,2,1,0,3,2736989.1046,1,34089803.396,0.4537135370841704
2356,94,2,1,0,3,1842409.0082,1,37972258.981,0.4534388832061156
2357,94,2,1,0,3,1842409.0082,1,32250581.973,0.4550121924151428
2358,94,2,1,0,3,2140602.3736,1,32159449.379,0.4539174949483147
2359,94,2,1,0,3,1863708.5343,1,48297167.538,0.453008936893847
2370,62,2,1,0,1,48988.910043,4,321345.95036,1.5378956366757868
2371,62,2,1,0,1,47923.933738,4,353863.71653,1.451363387427171
2374,62,2,1,0,1,50053.886349,4,332116.1659,1.549097987509903
2375,51,4,2,4,2,900969.95428,3,9362838.341,7.611770684120049
2376,51,4,2,4,2,900969.95428,3,9597919.0072,7.611770684120049
2377,51,4,2,4,2,898840.00167,3,9379407.9033,7.604210865404401
2378,51,4,2,4,2,902034.93058,3,9401155.454,7.615550603064921
2379,51,4,2,4,2,902034.93058,3,9361802.7433,7.615550603064921
2395,73,4,1,0,3,814706.87355,1,9699718.256,0.4686343575418649
2396,73,4,1,0,3,812576.92094,1,9428495.2319,0.4686943820225185
2397,73,4,1,0,3,810446.96833,1,9616974.0039,0.4687550847458924
2398,73,4,1,0,3,816836.82616,1,9503058.2626,0.4686343575418649
2399,73,4,1,0,3,811511.94463,1,9647006.3357,0.4688164772729419
2400,86,4,1,0,2,266244.07632,3,12006201.339,0.4813423682617251
2402,86,4,1,0,2,266244.07632,3,12060880.895,0.4643016481450078
2403,86,4,1,0,2,266244.07632,3,12133062.051,0.4648253720244021
2415,34,2,1,1,1,101172.749,4,238601.69824,26.729600522093325
2416,34,2,1,1,1,101172.749,4,238705.258,26.729600522093325
2417,34,2,1,1,1,101172.749,4,237669.66035,26.729600522093325
2418,34,2,1,1,1,101172.749,4,238601.69824,26.729600522093325
2419,34,2,1,1,1,101172.749,4,238705.258,26.729600522093325
2430,68,2,1,2,2,1118225.1206,3,16162572.502,0.6692289170543635
2431,68,2,1,2,2,1118225.1206,3,15057589.811,0.6816995341582349
2432,68,2,1,2,2,1086275.8314,3,16701083.279,0.6621735823114656
2433,68,2,1,2,2,932919.24344,3,14999596.342,0.6683526035141614
2434,68,2,1,2,2,984038.10609,3,16347944.481,0.6584489261868842
2445,69,2,1,0,3,10649.763053,4,210019.20314,2.8135435845123773
2446,69,2,1,0,3,10649.763053,4,156893.04376,1.3615516130882028
2450,54,2,1,0,1,31949.289159,4,228867.08034,3.506119968989954
2451,54,2,1,0,1,31949.289159,4,228867.08034,3.506119968989954
2452,54,2,1,0,1,31949.289159,4,227624.36316,3.506119968989954
2453,54,2,1,0,1,31949.289159,4,227831.48269,3.506119968989954
2454,54,2,1,0,1,31949.289159,4,228338.92554,3.506119968989954
2455,27,2,1,2,2,24494.455022,3,81501.534944,15.30268590695361
2456,27,2,1,2,2,24494.455022,3,81501.534944,15.30268590695361
2457,27,2,1,2,2,24494.455022,3,80362.377531,15.305677247025743
2458,27,2,1,2,2,24494.455022,3,81501.534944,15.30268590695361
2459,27,2,1,2,2,24494.455022,3,81397.97518,15.305677247025743
2475,45,4,1,3,1,182110.94821,3,395701.86153,24.8088910072668
2476,45,4,1,3,1,173591.13776,3,395701.86153,24.277647077489043
2477,45,4,1,3,1,175721.09037,3,395701.86153,24.410457456972573
2479,45,4,1,3,1,226839.95303,3,394666.26388,27.59800335423801
2495,56,2,1,2,1,56443.744181,4,121392.75637,5.584974862029423
2496,56,2,1,2,1,56443.744181,4,121889.84324,5.583232760761272
2497,56,2,1,2,1,56443.744181,4,122407.64206,5.565946385112779
2498,56,2,1,2,1,56443.744181,4,123132.56042,5.576288938006229
2499,56,2,1,2,1,56443.744181,4,121993.403,5.581493122901449
2500,46,4,2,0,2,61768.625707,2,1525642.4559,6.396996290290774
2505,33,4,1,1,1,267309.05263,3,364944.61137,61.55327055494276
2506,33,4,1,1,1,267309.05263,3,382135.53233,60.557459891547246
2507,33,4,1,1,1,267309.05263,3,370329.71914,61.26792583960764
2508,33,4,1,1,1,267309.05263,3,364737.49184,61.56645111657503
2509,33,4,1,1,1,267309.05263,3,366601.5676,61.44360220278201
2530,67,2,2,0,3,31949.289159,4,146744.18681,1.3755158911877283
2531,67,2,2,0,3,33014.265464,4,147469.10516,1.3495535290056262
2532,67,2,2,0,3,31949.289159,4,147469.10516,1.2905785423489955
2533,67,2,2,0,3,31949.289159,4,147365.5454,1.3569476016046005
2534,67,2,2,0,3,31949.289159,4,147261.98563,1.3261569945054097
2560,70,4,1,0,2,1373819.4338,2,16471698.4,0.4976657023154828
2561,70,4,1,0,2,1373819.4338,2,20708328.38,0.4812714285723049
2562,70,4,1,0,2,1373819.4338,2,21381466.852,0.4797037815134051
2563,70,4,1,0,2,1373819.4338,2,17476228.119,0.4922854507127771
2564,70,4,1,0,2,1373819.4338,2,18937456.401,0.486415768195109
2605,67,4,1,0,1,1011727.49,3,13962963.096,0.7196729690904602
2606,67,4,1,0,1,1062846.3527,3,13729953.625,0.7198708283222681
2608,67,4,1,0,1,991492.94023,3,13123093.403,0.7100835108814565
2609,67,4,1,0,1,992557.91653,3,13891506.858,0.6992479567184275
2630,69,2,1,0,3,25559.431327,3,1230600.6858,0.7549032814586887
2631,69,2,1,0,3,25559.431327,3,1205746.3423,0.7549032814586887
2632,69,2,1,0,3,29819.336548,3,1217137.9164,0.7510530545174111
2633,69,2,1,0,3,25559.431327,3,1260633.0176,0.7549032814586887
2634,69,2,1,0,3,29819.336548,3,1168464.8269,0.7510530545174111
2635,31,4,1,1,1,127797.15664,2,292038.5369,26.68249698690268
2636,31,4,1,1,1,127797.15664,2,289967.34161,26.68249698690268
2637,31,4,1,1,1,127797.15664,2,293074.13455,26.68249698690268
2638,31,4,1,1,1,127797.15664,2,288931.74396,26.68249698690268
2639,31,4,1,1,1,127797.15664,2,292038.5369,26.68249698690268
2645,53,2,2,0,4,18104.59719,4,41889.924886,3.285739078779277
2646,53,2,2,0,4,18104.59719,4,41889.924886,3.285739078779277
2647,53,2,2,0,4,18104.59719,4,41889.924886,3.285739078779277
2648,53,2,2,0,4,18104.59719,4,41889.924886,3.285739078779277
2649,53,2,2,0,4,18104.59719,4,41889.924886,3.285739078779277
2667,72,4,2,0,1,494149.00566,4,8472224.3632,0.533443589297134
2687,31,2,1,1,1,129927.10925,4,128414.10843,36.42851725479493
2715,29,4,1,2,1,68158.483539,2,98588.896146,69.14850688981636
2716,29,4,1,2,1,68158.483539,2,91795.375572,69.14850688981636
2717,29,4,1,2,1,68158.483539,2,97656.858263,69.14850688981636
2718,29,4,1,2,1,68158.483539,2,91919.647289,69.14850688981636
2719,29,4,1,2,1,68158.483539,2,91795.375572,69.14850688981636
2740,37,4,1,4,1,607036.49402,2,10641801.437,8.231190134533353
2744,37,4,1,4,1,607036.49402,2,10482319.399,9.11761644405506
2745,51,3,1,2,1,106497.63053,2,169527.33508,15.69357413217041
2746,51,3,1,2,1,106497.63053,2,169734.4546,15.69357413217041
2747,51,3,1,2,1,106497.63053,2,169630.89484,15.69357413217041
2748,51,3,1,2,1,106497.63053,2,169734.4546,15.69357413217041
2749,51,3,1,2,1,106497.63053,2,169630.89484,15.69357413217041
2780,54,4,2,1,1,79873.222897,3,656051.11039,4.279958438939336
2781,54,4,2,1,1,79873.222897,3,694886.02221,4.113357036216672
2782,54,4,2,1,1,79873.222897,3,632232.36447,4.113357036216672
2783,54,4,2,1,1,79873.222897,3,615662.80209,4.184739682175407
2784,54,4,2,1,1,79873.222897,3,547313.35728,4.184739682175407
2800,65,4,1,0,2,238554.69239,3,23302189.811,0.6839744781420213
2803,65,4,1,0,2,300323.31809,3,14623156.597,0.7569265436262747
2804,65,4,1,0,2,239619.66869,3,11038435.336,0.7377314168125211
2820,66,4,1,0,1,249204.45544,3,3056048.661,1.1399606977584886
2821,66,4,1,0,1,249204.45544,3,3056048.661,1.1399606977584886
2822,66,4,1,0,1,250269.43174,3,3056048.661,1.1412322226330478
2823,66,4,1,0,1,249204.45544,3,3056048.661,1.1399606977584886
2824,66,4,1,0,1,250269.43174,3,3056048.661,1.1425777839334454
